pid,sentence1,sentence2,label
21654,facing issues with the login page,login error message,0
26825,remove reminder,I need to cancel a reminder,1
26343,can you set a reminder for me to call someone?,set reminder,0
39425,Benefits of NAV,NAV,0
33896,"I checked, the order ID given is correct",ID is correct,0
48253,Can you schedule a reminder for exercise,schedule a reminder,0
32772,Modify this exercise reminder,set a reminder exercise,0
14081,like to purchase Flight Tickets,domestic flights booking,0
46451,nearest lab,I need to know the nearest lab,0
32850,Business Loan,i want loan for business,1
64763,I want to book a flight,I want to book flight tickets for Guru Nank Jayanti,0
12681,where is the ticket email,Please mail me tickets,1
861,I want visa information,Visa required,1
56379,I want to book flight tickets for Diwali,want Flight Tickets,0
20469,cashback on dth.,tell me about discount on dth,1
57027,mumbai to pune,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,0
16644,Investment Plan,Help me with Investment plans,1
72180,How long will it take to transfer?,how many days it takes to verify,0
33784,Whats ur WhatsApp number,Your whatsapp number,1
15618,Trying to login with my email ID,what is your mail ID,0
12987,I want to book a cab,want to book uber,0
18447,flight tickets from mumbai to delhi,I wanna fly to hyderabad,0
55941,Didnt receive mail yet,Referral cashback not received,0
40907,I havent receive any password,One time password not received,0
66664,Book me a night ticket to Delhi tomorrow,i want flights from mumbai to delhi,0
17496,I want to book flight tickets for New Year,I want to book flight tickets for Guru Nank Jayanti,0
13368,Still not getting connected.,not getting otp,0
12506,Forgot lab ID,My lab ID is,0
4992,i want ticket from mumbai to pune,I want ticket booking,0
7145,I've given the correct order number,I gave correct id,0
39908,Cancel reminder,I need to cancel a reminder,1
4758,I want pay my landline bill,Can i pay landline bills?,1
6451,Help me with Survival Benefits of GCAP,Can you share the Survival benefits?,0
24452,any cashback on flight booking,any flight deals,0
74301,I need a call to remind me to drink water,give me a call to drink water,1
42343,My rank?,show my rank,0
74440,I want to know about Total secure plus plan,total secure plus premium,0
70933,how to uninstall the app,how to download this app,0
71620,I want to book flight tickets for NH7 weekeender,Please book a flight,0
6896,looking Flight Tickets,Price of flight tickets to Switzerland,0
30485,I need to add nominee Details for CDSL,add nominee to demat account,0
30246,show me latest offers,Latest Offers,1
20529,I want flight rate,I want flight status,0
24405,recommend me nearest place for car repair,closest place with wifi,0
55232,View upcoming matches,Upcoming matches,1
34825,What are the key features of Criticare,Key Features,0
40468,Is rubber tube recommended,What type of Rubber tubes are recommended,1
21215,call to remind drink water,call to remind walk,0
34934,what is the test price,price,0
4652,want to buy Flight Tickets,find Flight Tickets,0
33026,very expensive,This is more expensive,0
30698,Manage my flight bookings,Book a flight,0
8449,Cash back not recieved,Cash back not received Amazon pay,0
15882,Help me with booking ticket,Hey I want to cancelle a ticket booked with you can u help .,0
50318,Please assist,How can you assist me?,0
9837,Assist me with Survival Benefits of my life plan,Survival Benefit,0
52966,remind me regarding drink water,remind me regarding exercise,0
6675,"I don't understand, this is the right order ID",I gave the correct order ID,0
48099,update company name,Can I buy the connections in the name of my company and give it for uses to my staffs ? Number of connections can be more than 30 .,0
14976,want to purchase Flight Tickets,Please help me with booking flight tickets,0
11323,What is my test result,what is the test cost,0
1610,schedule a reminder exercise,reminder exercise,1
76159,Show next Health benefit,Provide another Health benefit,0
21987,Submit Grievance,cannot submit grievance,0
1323,Any offer on Electricity bill,I want to pay  electricity bill,0
5143,stop all flight alerts,show all flights,0
5694,Home Cleaning service,clean my house,1
60778,stop alert pnr status of train,Sorry I wanted to remove alert,0
32987,Didnt receive One time password,received One time password,1
73197,Bus tickets,I need to book bus ticket,1
31321,Send me flight timings from Mumbai to Delhi,suggest Flight Tickets,0
39010,I need a reminder for meeting,view my reminder,0
60511,want to purchase Flight Tickets,"Hey, I want to book a flight ticket .",1
36646,i want discount on flight booking,want to purchase Flight Tickets,0
48664,Order ID is correct,Can you help me find my order ID?,0
52312,My rank in gk?,show my current rank in gk,1
10248,Already it is booked for home collection,book home appointment,0
69104,i want to book ticket in a train.,want to book a flight,0
2022,sign agreement from dubai,Can we sign the agreement after 7 days?,0
2663,33kg,Delivery charges 4 Kg,0
52572,Home Loan,home loan to single women,0
42002,Uber,want to buy uber,0
1134,I need to know pricing,I want to know fares of flights,1
57855,Where is my gk prize?,gk prizes,0
3160,what kind of Reminders can U set,schedule a reminder jog,0
52920,Dont send notification,Dont send me more from this,0
72877,how to pay entry fee for contests,I have not receive my entry fees,0
40133,Why your jokes quality has degraded,Your jokes are not good,0
7647,Not received in my bank account,Call not received,0
21466,I am unable to login,how to login with lounge wifi,0
48573,what is the difference between My Life and Total Secure Plus,Total Secure plus,0
28841,reminder to call,give me a call to drink water,0
7499,Cab booking,Hi can you book a cab for me .,0
26995,I want to see the review for movie,I'd like to see the review for movie,1
22538,Dont send notification,I don't want to listen,0
3390,I want to cancel my flight trip,remove this flight alert,0
32900,Tell me about the company?,tell me about your escalation matrix for domestic cylinders,0
48881,How to avail cricket prize,cricket prizes,0
60122,set reminders,➕ Set Reminder,1
3128,show me zero stop flights,stop flight fare alert,0
22310,can cash back be used in,cash back not received,0
37096,Will you collect sample from my place?,Do you have samples collected from home,0
21663,want reminder for medicine,I would like to view my reminder,0
42828,Planning to go for trip to goa,Book me a night ticket to Delhi tomorrow,0
38924,daily horoscope,Daily Horoscope Subscription,1
56482,Thank you and same to you,S2u,1
13810,i want to book a resort,book a resort,1
74066,Is there a difference in your LPG quality with others?,What quality difference your LPG has?,0
61468,any deal,Any offer running on train,0
6240,please email me my ticket,I want my tickets emailed,1
39,any cashback on flight tickets,any cashback,1
54933,set cheapest fare alert,Set Flight Fare Alerts,0
14993,want to get my report but I dont have Lab id,I haven't got my reports,0
69909,Key features please,key features of mylife,0
18195,Any cash back will I get,Let me know if there are any cash back offers,0
53855,remiand me about phone,remiand me about,0
55546,any offer on flight booking,any offers on bus tickets,0
16996,Can you tell me about your service,I want to comment on your service,0
76030,offers,sir I am cashback not receive,0
30539,I want to book flight,like to buy Flight Tickets,1
15079,i want to change my departure,I want to modify the dates times,0
3045,I need invoice of my air tickets,I need some air tickets,0
22187,Do you have full body tests,My body is full time ache,0
7257,transfer money from bank account to this trading account,How to trade,0
15146,Book me a flight,transaction fees on flight booking,0
46735,For how long are we suppose to make payments for water tankers?,extra charge for water tanker,0
10774,Didn't get my pin,OTP not get,0
67904,show motivational quotes,"Hey, can you give me some motivation? .",1
34245,what type of reminders can you set,set reminder exercise,0
26486,complete my agreement registration through POA,agreement registration as I am currently travelling abroad,0
46368,I want to book flight,I need to book room,0
7435,beauty,beauty booking,0
13343,Manage my flight bookings,like to purchase Flight Tickets,0
40249,Did not Receive Refund,Didnt receive cashback,0
29212,How to apply coupon code,Where to apply coupon code?,1
19732,Where is my wake up alarm,wake me up,0
30281,What is covered under the replacement & repairs of fittings and fixtures if found defective?,replace under warranty,0
38115,Plz share any contact number for business related queries.,Job related queries,0
3654,I find cheap at other sites,getting same fare on other sites,0
36300,I want cab to airport,Need a cab,0
53869,time of delivery what are the checks done by the delivery boys,what Checks done by Delivery boy,1
60475,from current location,Select my current location,0
29316,How can I update nominee for NSDL account ?,I want to update my Nominee detail?,0
35081,water tanker payments,"Why is there a extra charge for water tankers and diesel?

Why was this extra charge not mentioned when booking the shops?

Why is the extra charge on water tankers and diesel lumpsum?",0
