Text,Summary
"I got this gardenia bonsai in mid-February and it is not as I expected. Upon opening the package, the leaves are dull green, no buds, dried out and mostly dark brown. I followed the instruction and even did some research work through the internet. I even bought extra stuffs like plant food, cool mist humidifier just to revive the plant. Well now, after 3 weeks, 90% of the leaves are gone, branches bare, looks like those bare trees that you see during winter. I tried to contact the merchant and ask for advise, but I did not get any response. I have other bonsais and regular gardenias that are healthy and I really wanted this gardenia bonsai so bad.",Bonsai Bare Branches
"ANYTHING is better than these.  Some taste bland.  Some taste like wax.  Most just taste really weird, kind of bitter, and just not Good.<br /><br />Here are some chocolates that taste a Lot better than these...<br /><br />Sees<br />Ghirardelli<br />Lindt<br />Reeses<br />Godiva<br /><br />Just to name a few...<br /><br />Even Palmer Chocolates found at Dollar Stores taste better than these!!",Honestly the WORST chocolates I have ever had
"We buy this type of product because of a health condition. We ordered these cookies fully expecting them to arrive in a some what good condition. Instead all we received was crumbs and partial cookies, there were very few whole cookies. I suspect the lack of care in the packaging was one of the main problems.",Broken cookies.
"If you are looking for mild ginger flavored snaps...these are not it.  If you however, enjoy a very strong ginger taste, give these a try.",too strong...
Wow! I've been buying dog treats for over 40 years and this one takes the cake! Pay no attention to the photo in the advertisement for this product. What you get is two (2) small chews in each of three (3) shrink wrapped over cardboard packages. That's a total of six (6) small chews for $30.00 not including shipping! I couldn't return my order quick enough.,Huge Rip Off!
After popping the Amish Country corn I found many hulls that did not pop.  The corn wasn't very fluffy and tough to eat.,Not so good
"One of three packages, LADY FINGER TYPE,  was inedible and did not pop. Could not determine until used other two types which were ok.",inedible
We ordered the twenty pack and split it with another household.  No one could eat them.  They tasted like plastic.  We tried several from a few different packages and had the same results.,Tasted Like Plastic
"I am spoiled because I caught, marinated, smoked and packaged my own salmon in the NW for years. I ordered the small packages for stocking stuffers for the holidays. I live in Louisiana (although salmon do not migrate to the Gulf) these days but salmon can be purchased semi-fresh all season. Should have bought some fillets and smoked them myself. I do know why it so overpriced it is a very easy process and never had a bad batch.<br />This Alaska salmon I purchased is (without going into details) would make a nice pet treat or crab bait after sampling it...I would not give it as a gift. Nice, authentic style packaging...gives you a star. But I trust Amazon, however I do not believe it was sampled by anyone in QA.<br /><br />Jim Kansier<br />New Iberia, LA","Fishy, smelly and greasy"
"I love beef jerky but this is not good in any way.  It's very, very fatty, greasy to the touch and too bland.  Maybe under cooked or something??  It's chewy, not tough chewy but chewy like chicken chewy.  Didn't come on site to write a review but to contact the seller about a refund/return but since I don't think I can, thought I'd warn you so you aren't disappointed like me :(",RUN AWAY FAST
"The previous reviewer was quite right. When the price dropped to $7.49 & free shipping I figured it had to be worth it; it is not.<br />There is NO cheese included and NO wine included. It does include .40 oz of dip mix, 2 4 oz packages of triangular shaped ""flatbread"" crackers (flat also describes the taste) for dipping or with cheese & wine you must buy elsewhere and 12 oz of ""frappe vino"" mix which you add to your wine & freeze. Even one star is too much for this item.",Vague description = do not buy
I ordered this thinking it would have the same wonderful character of the regular Peri peri Sauce.  Wrong!  The off taste is rather putrid to say the least.  I had to throw it away.,putrid taste
"I am downgrading from a 5 star to a 1 star because they are made in CHINA. Treats from China have been associated with kidney and liver failure and rare cancers in dogs. Another series of dog deaths from treats from China has been released. There is no oversight. These treats may be OK but I will not take any chances. I am really irritated with Amazon and the vendor for not disclosing the source of the product. They say in the online description, ""read the label carefully"". In very small print the country of origin is disclosed. I do not knowingly feed my dogs anything from China.<br /><br />These are great treat. My dogs love them and they are no artificial stabilizers or fillers. However, at most other on line pet websites they are half the price. Usually Amazon is competitive in pricing but not on this line of products.",WARNING MADE IN CHINA!!!
